day,subject,trial,s2,c1,c2,r,stim1_l,stim1_r,stim2_l,stim2_r,stake
1,492u1up403,89.0,2,2,2,1.0,2,1,1,2,1
1,492u1up403,89.0,1,1,1,0.0,1,2,1,2,5
1,492u1up403,90.0,2,1,2,1.0,2,1,1,2,5
1,492u1up403,90.0,1,2,1,1.0,2,1,1,2,1
1,492u1up403,91.0,1,1,1,5.0,1,2,2,1,5
1,492u1up403,91.0,2,2,1,0.0,2,1,2,1,1
1,492u1up403,92.0,2,1,2,0.0,2,1,1,2,5
1,492u1up403,92.0,1,2,1,0.0,1,2,2,1,1
1,492u1up403,93.0,2,1,2,1.0,1,2,1,2,5
1,492u1up403,93.0,1,2,1,5.0,1,2,2,1,1
1,492u1up403,94.0,1,1,1,5.0,2,1,2,1,5
1,492u1up403,94.0,2,2,1,0.0,2,1,2,1,1
1,492u1up403,95.0,2,2,1,0.0,1,2,2,1,1
1,492u1up403,95.0,1,1,1,1.0,2,1,1,2,5
1,492u1up403,96.0,1,2,1,0.0,1,2,2,1,1
1,492u1up403,96.0,1,1,1,0.0,2,1,2,1,5
1,492u1up403,97.0,2,1,2,1.0,2,1,1,2,5
1,492u1up403,97.0,1,2,1,0.0,1,2,2,1,1
1,492u1up403,98.0,1,1,1,1.0,1,2,1,2,5
1,492u1up403,98.0,2,1,1,0.0,2,1,2,1,1
1,492u1up403,99.0,1,1,1,1.0,1,2,1,2,5
1,492u1up403,99.0,2,2,1,0.0,2,1,1,2,1
1,492u1up403,100.0,1,1,1,5.0,2,1,2,1,5
1,492u1up403,100.0,1,2,1,5.0,1,2,2,1,1
1,qgbyew0r03,1.0,1,1,1,5.0,2,1,2,1,1
1,qgbyew0r03,1.0,2,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,2.0,2,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,2.0,2,2,1,0.0,1,2,1,2,5
1,qgbyew0r03,3.0,1,2,1,0.0,1,2,1,2,5
1,qgbyew0r03,3.0,1,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,4.0,2,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,4.0,2,1,1,0.0,2,1,1,2,5
1,qgbyew0r03,5.0,2,2,1,5.0,1,2,2,1,5
1,qgbyew0r03,5.0,2,1,1,0.0,2,1,1,2,1
1,qgbyew0r03,6.0,2,2,1,0.0,2,1,1,2,1
1,qgbyew0r03,6.0,2,1,2,1.0,1,2,1,2,5
1,qgbyew0r03,7.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,7.0,2,2,1,0.0,1,2,1,2,5
1,qgbyew0r03,8.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,8.0,2,2,1,5.0,1,2,2,1,1
1,qgbyew0r03,9.0,2,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,9.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,10.0,2,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,10.0,1,1,2,0.0,2,1,2,1,1
1,qgbyew0r03,11.0,1,1,1,0.0,2,1,2,1,1
1,qgbyew0r03,11.0,1,1,2,0.0,2,1,1,2,5
1,qgbyew0r03,12.0,2,1,1,5.0,2,1,2,1,1
1,qgbyew0r03,12.0,2,1,2,1.0,2,1,1,2,5
1,qgbyew0r03,13.0,2,2,1,0.0,1,2,2,1,1
1,qgbyew0r03,13.0,2,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,14.0,2,2,1,0.0,1,2,2,1,1
1,qgbyew0r03,14.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,15.0,2,2,1,0.0,1,2,2,1,1
1,qgbyew0r03,15.0,2,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,16.0,1,1,1,0.0,2,1,2,1,1
1,qgbyew0r03,16.0,1,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,17.0,2,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,17.0,1,1,2,0.0,2,1,1,2,5
1,qgbyew0r03,18.0,2,1,2,1.0,2,1,1,2,1
1,qgbyew0r03,18.0,2,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,19.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,19.0,2,2,1,0.0,1,2,1,2,1
1,qgbyew0r03,20.0,1,2,1,0.0,1,2,2,1,5
1,qgbyew0r03,20.0,1,1,2,0.0,2,1,2,1,1
1,qgbyew0r03,21.0,1,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,21.0,1,1,1,0.0,2,1,2,1,1
1,qgbyew0r03,22.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,22.0,1,1,1,0.0,2,1,1,2,1
1,qgbyew0r03,23.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,23.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,24.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,24.0,2,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,25.0,1,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,25.0,1,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,26.0,1,2,1,0.0,1,2,2,1,1
1,qgbyew0r03,26.0,1,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,27.0,1,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,27.0,1,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,28.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,28.0,1,1,2,0.0,2,1,1,2,5
1,qgbyew0r03,29.0,2,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,29.0,1,1,2,0.0,2,1,1,2,5
1,qgbyew0r03,30.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,30.0,1,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,31.0,2,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,31.0,2,2,1,0.0,1,2,2,1,5
1,qgbyew0r03,32.0,2,2,1,0.0,1,2,2,1,5
1,qgbyew0r03,32.0,1,1,2,1.0,2,1,1,2,1
1,qgbyew0r03,33.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,33.0,2,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,34.0,1,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,34.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,35.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,35.0,2,1,2,1.0,2,1,1,2,5
1,qgbyew0r03,36.0,1,1,2,0.0,2,1,2,1,1
1,qgbyew0r03,36.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,37.0,2,2,1,5.0,1,2,2,1,1
1,qgbyew0r03,37.0,1,1,2,0.0,2,1,2,1,5
1,qgbyew0r03,38.0,2,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,38.0,1,1,1,0.0,2,1,2,1,1
1,qgbyew0r03,39.0,2,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,39.0,1,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,40.0,1,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,40.0,2,2,1,5.0,1,2,2,1,5
1,qgbyew0r03,41.0,2,2,1,5.0,1,2,2,1,1
1,qgbyew0r03,41.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,42.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,42.0,1,1,2,0.0,2,1,2,1,1
1,qgbyew0r03,43.0,1,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,43.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,44.0,2,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,44.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,45.0,2,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,45.0,2,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,46.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,46.0,2,2,2,0.0,1,2,2,1,5
1,qgbyew0r03,47.0,1,1,2,0.0,2,1,2,1,1
1,qgbyew0r03,47.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,48.0,2,2,2,5.0,1,2,2,1,1
1,qgbyew0r03,48.0,1,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,49.0,2,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,49.0,2,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,50.0,2,1,2,0.0,1,2,1,2,1
1,qgbyew0r03,50.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,51.0,1,2,1,0.0,1,2,2,1,5
1,qgbyew0r03,51.0,2,2,1,5.0,1,2,2,1,1
1,qgbyew0r03,52.0,2,2,1,1.0,1,2,1,2,1
1,qgbyew0r03,52.0,2,1,2,1.0,2,1,1,2,5
1,qgbyew0r03,53.0,2,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,53.0,2,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,54.0,2,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,54.0,1,1,2,1.0,2,1,1,2,1
1,qgbyew0r03,55.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,55.0,1,1,1,5.0,2,1,2,1,5
1,qgbyew0r03,56.0,1,1,1,0.0,2,1,2,1,1
1,qgbyew0r03,56.0,1,1,2,0.0,2,1,2,1,5
1,qgbyew0r03,57.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,57.0,2,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,58.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,58.0,2,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,59.0,2,2,2,0.0,1,2,2,1,5
1,qgbyew0r03,59.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,60.0,1,1,1,1.0,2,1,1,2,1
1,qgbyew0r03,60.0,2,1,1,5.0,2,1,2,1,5
1,qgbyew0r03,61.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,61.0,1,2,1,0.0,1,2,1,2,5
1,qgbyew0r03,62.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,62.0,2,1,2,1.0,2,1,1,2,1
1,qgbyew0r03,63.0,1,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,63.0,2,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,64.0,1,1,2,0.0,1,2,1,2,5
1,qgbyew0r03,64.0,1,1,1,0.0,2,1,2,1,1
1,qgbyew0r03,65.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,65.0,2,2,2,0.0,1,2,2,1,5
1,qgbyew0r03,66.0,1,1,2,0.0,2,1,1,2,5
1,qgbyew0r03,66.0,2,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,67.0,2,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,67.0,2,1,2,0.0,2,1,2,1,5
1,qgbyew0r03,68.0,1,1,1,0.0,2,1,2,1,5
1,qgbyew0r03,68.0,2,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,69.0,2,2,1,0.0,1,2,1,2,5
1,qgbyew0r03,69.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,70.0,1,1,2,0.0,1,2,2,1,5
1,qgbyew0r03,70.0,1,1,1,1.0,1,2,1,2,1
1,qgbyew0r03,71.0,2,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,71.0,1,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,72.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,72.0,2,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,73.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,73.0,1,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,74.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,74.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,75.0,1,2,1,1.0,1,2,1,2,5
1,qgbyew0r03,75.0,1,2,1,1.0,1,2,1,2,1
1,qgbyew0r03,76.0,2,1,1,0.0,1,2,2,1,5
1,qgbyew0r03,76.0,2,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,77.0,2,1,2,1.0,2,1,1,2,1
1,qgbyew0r03,77.0,1,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,78.0,2,1,2,1.0,2,1,1,2,5
1,qgbyew0r03,78.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,79.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,79.0,2,1,2,1.0,2,1,1,2,5
1,qgbyew0r03,80.0,2,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,80.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,81.0,1,1,1,1.0,2,1,1,2,1
1,qgbyew0r03,81.0,1,1,1,1.0,2,1,1,2,5
1,qgbyew0r03,82.0,2,2,2,0.0,1,2,1,2,5
1,qgbyew0r03,82.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,83.0,2,2,1,0.0,1,2,1,2,5
1,qgbyew0r03,83.0,2,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,84.0,1,2,1,1.0,1,2,1,2,5
1,qgbyew0r03,84.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,85.0,1,2,2,0.0,2,1,1,2,5
1,qgbyew0r03,85.0,2,2,2,0.0,1,2,1,2,1
1,qgbyew0r03,86.0,2,2,1,1.0,1,2,1,2,5
1,qgbyew0r03,86.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,87.0,1,1,2,0.0,2,1,1,2,1
1,qgbyew0r03,87.0,1,2,1,1.0,1,2,1,2,5
1,qgbyew0r03,88.0,2,2,2,1.0,1,2,1,2,5
1,qgbyew0r03,88.0,2,2,2,0.0,1,2,2,1,1
1,qgbyew0r03,89.0,2,1,1,5.0,2,1,2,1,5
1,qgbyew0r03,89.0,1,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,90.0,2,2,1,1.0,1,2,1,2,5
1,qgbyew0r03,90.0,2,2,2,1.0,1,2,1,2,1
1,qgbyew0r03,91.0,1,1,1,5.0,1,2,2,1,1
1,qgbyew0r03,91.0,1,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,92.0,1,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,92.0,2,2,1,0.0,2,1,2,1,1
1,qgbyew0r03,93.0,2,1,2,5.0,2,1,2,1,1
1,qgbyew0r03,93.0,1,1,2,1.0,1,2,1,2,5
1,qgbyew0r03,94.0,1,1,1,0.0,1,2,2,1,1
1,qgbyew0r03,94.0,2,1,1,5.0,1,2,2,1,5
1,qgbyew0r03,95.0,1,2,2,0.0,2,1,1,2,5
1,qgbyew0r03,95.0,1,1,2,0.0,1,2,2,1,1
1,qgbyew0r03,96.0,1,2,2,5.0,1,2,2,1,5
1,qgbyew0r03,96.0,2,2,2,0.0,2,1,1,2,1
1,qgbyew0r03,97.0,2,1,2,5.0,2,1,2,1,5
1,qgbyew0r03,97.0,1,1,2,0.0,1,2,1,2,1
1,qgbyew0r03,98.0,2,1,1,1.0,2,1,1,2,1
1,qgbyew0r03,98.0,1,2,2,0.0,1,2,2,1,5
1,qgbyew0r03,99.0,1,1,2,1.0,1,2,1,2,1
1,qgbyew0r03,99.0,2,2,2,0.0,2,1,1,2,5
1,qgbyew0r03,100.0,2,2,1,1.0,2,1,1,2,5
1,qgbyew0r03,100.0,1,1,1,1.0,2,1,1,2,1
1,kf2ey2mu03,1.0,2,2,2,5.0,2,1,2,1,5
1,kf2ey2mu03,1.0,2,1,1,5.0,2,1,2,1,1
1,kf2ey2mu03,2.0,2,2,1,1.0,2,1,1,2,1
1,kf2ey2mu03,2.0,2,1,1,1.0,2,1,1,2,5
1,kf2ey2mu03,3.0,1,1,1,1.0,1,2,1,2,5
1,kf2ey2mu03,3.0,1,1,1,0.0,2,1,2,1,1
1,kf2ey2mu03,4.0,1,1,2,5.0,1,2,2,1,5
1,kf2ey2mu03,4.0,1,1,2,5.0,1,2,2,1,1
1,kf2ey2mu03,5.0,1,1,2,5.0,1,2,2,1,5
1,kf2ey2mu03,5.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,6.0,1,2,1,0.0,2,1,2,1,1
1,kf2ey2mu03,6.0,1,1,2,5.0,2,1,2,1,5
1,kf2ey2mu03,7.0,2,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,7.0,2,2,,-1.0,2,1,1,2,1
1,kf2ey2mu03,8.0,1,2,2,5.0,2,1,2,1,1
1,kf2ey2mu03,8.0,2,1,1,1.0,2,1,1,2,5
1,kf2ey2mu03,9.0,1,1,2,5.0,1,2,2,1,5
1,kf2ey2mu03,9.0,1,1,1,0.0,2,1,1,2,1
1,kf2ey2mu03,10.0,1,1,2,5.0,1,2,2,1,1
1,kf2ey2mu03,10.0,2,1,2,0.0,1,2,2,1,5
1,kf2ey2mu03,11.0,2,1,1,0.0,1,2,1,2,5
1,kf2ey2mu03,11.0,2,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,12.0,2,1,2,0.0,1,2,1,2,5
1,kf2ey2mu03,12.0,1,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,13.0,2,2,1,1.0,2,1,1,2,1
1,kf2ey2mu03,13.0,1,1,1,5.0,1,2,2,1,5
1,kf2ey2mu03,14.0,1,2,2,1.0,2,1,1,2,1
1,kf2ey2mu03,14.0,2,1,1,1.0,1,2,1,2,5
1,kf2ey2mu03,15.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,15.0,1,1,2,0.0,1,2,1,2,5
1,kf2ey2mu03,16.0,1,1,1,0.0,2,1,2,1,5
1,kf2ey2mu03,16.0,2,1,2,0.0,1,2,2,1,1
1,kf2ey2mu03,17.0,1,1,1,0.0,1,2,2,1,1
1,kf2ey2mu03,17.0,1,1,2,5.0,1,2,2,1,5
1,kf2ey2mu03,18.0,2,2,2,0.0,2,1,2,1,1
1,kf2ey2mu03,18.0,1,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,19.0,1,1,2,0.0,2,1,1,2,1
1,kf2ey2mu03,19.0,1,1,2,0.0,1,2,2,1,5
1,kf2ey2mu03,20.0,1,2,2,1.0,2,1,1,2,5
1,kf2ey2mu03,20.0,1,1,1,1.0,2,1,1,2,1
1,kf2ey2mu03,21.0,2,2,2,0.0,2,1,2,1,1
1,kf2ey2mu03,21.0,2,1,2,0.0,1,2,1,2,5
1,kf2ey2mu03,22.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,22.0,2,2,1,5.0,2,1,2,1,5
1,kf2ey2mu03,23.0,2,2,2,0.0,1,2,1,2,1
1,kf2ey2mu03,23.0,1,1,2,0.0,1,2,1,2,5
1,kf2ey2mu03,24.0,2,2,2,0.0,2,1,2,1,5
1,kf2ey2mu03,24.0,2,2,1,5.0,2,1,2,1,1
1,kf2ey2mu03,25.0,1,1,2,0.0,1,2,1,2,1
1,kf2ey2mu03,25.0,2,2,1,0.0,2,1,1,2,5
1,kf2ey2mu03,26.0,2,2,2,5.0,2,1,2,1,5
1,kf2ey2mu03,26.0,1,1,1,1.0,1,2,1,2,1
1,kf2ey2mu03,27.0,2,2,1,0.0,1,2,1,2,5
1,kf2ey2mu03,27.0,2,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,28.0,1,1,2,5.0,2,1,2,1,1
1,kf2ey2mu03,28.0,2,2,1,1.0,2,1,1,2,5
1,kf2ey2mu03,29.0,1,1,2,0.0,2,1,1,2,1
1,kf2ey2mu03,29.0,2,1,1,0.0,1,2,2,1,5
1,kf2ey2mu03,30.0,2,1,2,0.0,2,1,2,1,5
1,kf2ey2mu03,30.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,31.0,2,2,2,0.0,1,2,2,1,5
1,kf2ey2mu03,31.0,2,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,32.0,2,1,2,0.0,2,1,1,2,1
1,kf2ey2mu03,32.0,2,2,2,0.0,2,1,1,2,5
1,kf2ey2mu03,33.0,1,1,1,1.0,2,1,1,2,5
1,kf2ey2mu03,33.0,2,2,2,0.0,2,1,2,1,1
1,kf2ey2mu03,34.0,1,2,2,1.0,2,1,1,2,1
1,kf2ey2mu03,34.0,2,2,1,0.0,2,1,1,2,5
1,kf2ey2mu03,35.0,2,1,1,5.0,1,2,2,1,5
1,kf2ey2mu03,35.0,2,1,2,0.0,1,2,2,1,1
1,kf2ey2mu03,36.0,1,1,1,1.0,2,1,1,2,5
1,kf2ey2mu03,36.0,2,2,2,0.0,2,1,1,2,1
1,kf2ey2mu03,37.0,1,1,2,0.0,2,1,2,1,5
1,kf2ey2mu03,37.0,1,1,2,0.0,2,1,2,1,1
1,kf2ey2mu03,38.0,1,1,1,0.0,1,2,1,2,5
1,kf2ey2mu03,38.0,1,1,1,0.0,1,2,2,1,1
1,kf2ey2mu03,39.0,2,1,1,5.0,2,1,2,1,5
1,kf2ey2mu03,39.0,2,2,1,5.0,2,1,2,1,1
1,kf2ey2mu03,40.0,1,1,1,0.0,1,2,2,1,5
1,kf2ey2mu03,40.0,1,1,1,0.0,1,2,2,1,1
1,kf2ey2mu03,41.0,1,1,1,1.0,2,1,1,2,1
1,kf2ey2mu03,41.0,1,1,1,1.0,1,2,1,2,5
1,kf2ey2mu03,42.0,1,1,1,0.0,1,2,2,1,5
1,kf2ey2mu03,42.0,1,1,1,0.0,2,1,1,2,1
1,kf2ey2mu03,43.0,1,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,43.0,1,2,2,0.0,2,1,2,1,1
1,kf2ey2mu03,44.0,2,2,2,0.0,1,2,1,2,1
1,kf2ey2mu03,44.0,1,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,45.0,2,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,45.0,2,2,1,5.0,2,1,2,1,5
1,kf2ey2mu03,46.0,2,2,1,1.0,2,1,1,2,5
1,kf2ey2mu03,46.0,1,2,2,1.0,2,1,1,2,1
1,kf2ey2mu03,47.0,1,2,1,1.0,2,1,1,2,5
1,kf2ey2mu03,47.0,1,1,2,0.0,1,2,2,1,1
1,kf2ey2mu03,48.0,1,1,2,1.0,1,2,1,2,1
1,kf2ey2mu03,48.0,1,2,2,0.0,1,2,2,1,5
1,kf2ey2mu03,49.0,1,1,1,1.0,1,2,1,2,1
1,kf2ey2mu03,49.0,1,1,1,1.0,1,2,1,2,5
1,kf2ey2mu03,50.0,2,1,1,5.0,2,1,2,1,1
1,kf2ey2mu03,50.0,2,1,1,5.0,2,1,2,1,5
1,kf2ey2mu03,51.0,1,1,1,5.0,2,1,2,1,5
1,kf2ey2mu03,51.0,2,1,2,1.0,2,1,1,2,1
1,kf2ey2mu03,52.0,1,1,2,1.0,1,2,1,2,5
1,kf2ey2mu03,52.0,2,1,1,1.0,2,1,1,2,1
1,kf2ey2mu03,53.0,1,1,2,0.0,1,2,2,1,1
1,kf2ey2mu03,53.0,1,1,1,0.0,2,1,2,1,5
1,kf2ey2mu03,54.0,2,2,1,0.0,1,2,2,1,5
1,kf2ey2mu03,54.0,1,1,2,0.0,2,1,1,2,1
1,kf2ey2mu03,55.0,1,1,1,1.0,2,1,1,2,1
1,kf2ey2mu03,55.0,1,2,1,1.0,2,1,1,2,5
1,kf2ey2mu03,56.0,1,2,1,0.0,1,2,2,1,5
1,kf2ey2mu03,56.0,2,2,1,1.0,2,1,1,2,1
1,kf2ey2mu03,57.0,2,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,57.0,2,1,1,0.0,2,1,2,1,5
1,kf2ey2mu03,58.0,2,1,2,0.0,1,2,2,1,5
1,kf2ey2mu03,58.0,1,1,1,0.0,1,2,2,1,1
1,kf2ey2mu03,59.0,1,1,2,5.0,2,1,2,1,5
1,kf2ey2mu03,59.0,2,2,2,0.0,1,2,1,2,1
1,kf2ey2mu03,60.0,2,1,2,0.0,2,1,2,1,1
1,kf2ey2mu03,60.0,1,1,2,5.0,2,1,2,1,5
1,kf2ey2mu03,61.0,1,1,1,1.0,1,2,1,2,1
1,kf2ey2mu03,61.0,1,1,2,1.0,1,2,1,2,5
1,kf2ey2mu03,62.0,1,1,2,0.0,1,2,2,1,1
1,kf2ey2mu03,62.0,1,2,2,0.0,2,1,2,1,5
1,kf2ey2mu03,63.0,2,2,1,5.0,1,2,2,1,5
1,kf2ey2mu03,63.0,1,2,2,1.0,2,1,1,2,1
1,kf2ey2mu03,64.0,2,2,1,1.0,1,2,1,2,5
1,kf2ey2mu03,64.0,2,1,1,1.0,1,2,1,2,1
1,kf2ey2mu03,65.0,2,2,1,0.0,2,1,2,1,1
1,kf2ey2mu03,65.0,2,2,1,0.0,1,2,2,1,5
1,kf2ey2mu03,66.0,2,2,2,0.0,1,2,2,1,5
1,kf2ey2mu03,66.0,2,2,2,0.0,1,2,1,2,1
1,kf2ey2mu03,67.0,2,1,1,0.0,1,2,2,1,5
1,kf2ey2mu03,67.0,2,2,1,0.0,1,2,2,1,1
1,kf2ey2mu03,68.0,2,2,1,1.0,2,1,1,2,1
1,kf2ey2mu03,68.0,1,2,1,1.0,2,1,1,2,5
1,kf2ey2mu03,69.0,1,2,1,5.0,1,2,2,1,1
1,kf2ey2mu03,69.0,1,1,1,1.0,2,1,1,2,5
1,kf2ey2mu03,70.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,70.0,1,1,2,0.0,1,2,1,2,5
1,kf2ey2mu03,71.0,2,2,1,0.0,1,2,2,1,5
1,kf2ey2mu03,71.0,1,1,2,1.0,1,2,1,2,1
1,kf2ey2mu03,72.0,2,2,2,5.0,2,1,2,1,1
1,kf2ey2mu03,72.0,2,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,73.0,2,2,1,0.0,2,1,2,1,1
1,kf2ey2mu03,73.0,2,2,1,0.0,2,1,1,2,5
1,kf2ey2mu03,74.0,1,2,2,0.0,2,1,2,1,5
1,kf2ey2mu03,74.0,2,2,2,0.0,2,1,2,1,1
1,kf2ey2mu03,75.0,1,2,2,5.0,1,2,2,1,5
1,kf2ey2mu03,75.0,1,1,2,5.0,1,2,2,1,1
1,kf2ey2mu03,76.0,2,1,2,0.0,1,2,2,1,5
1,kf2ey2mu03,76.0,2,1,1,0.0,2,1,2,1,1
1,kf2ey2mu03,77.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,77.0,2,2,2,0.0,2,1,1,2,5
1,kf2ey2mu03,78.0,2,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,78.0,2,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,79.0,1,1,1,0.0,1,2,1,2,1
1,kf2ey2mu03,79.0,1,1,2,0.0,1,2,2,1,5
1,kf2ey2mu03,80.0,2,2,2,0.0,2,1,2,1,1
1,kf2ey2mu03,80.0,2,2,1,5.0,1,2,2,1,5
1,kf2ey2mu03,81.0,1,2,1,0.0,2,1,2,1,5
1,kf2ey2mu03,81.0,1,1,2,5.0,1,2,2,1,1
1,kf2ey2mu03,82.0,2,1,1,0.0,1,2,2,1,1
1,kf2ey2mu03,82.0,1,1,2,0.0,1,2,2,1,5
1,kf2ey2mu03,83.0,1,1,1,0.0,2,1,1,2,5
1,kf2ey2mu03,83.0,2,2,1,1.0,2,1,1,2,1
1,kf2ey2mu03,84.0,1,1,2,1.0,1,2,1,2,5
1,kf2ey2mu03,84.0,1,1,2,1.0,1,2,1,2,1
1,kf2ey2mu03,85.0,1,2,1,0.0,2,1,1,2,1
1,kf2ey2mu03,85.0,2,2,1,1.0,2,1,1,2,5
1,kf2ey2mu03,86.0,2,2,2,0.0,2,1,2,1,1
